Airline,Source,Destination,Total_Stops,Price,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5
Vistara,S_Bangalore,D_Delhi,0,5403,15,4,9,45,15,4,12,35,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13764,9,3,5,40,10,3,4,25,22,45,DEL,BHO,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14781,12,5,16,30,12,5,22,35,6,5,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Chennai,D_Kolkata,0,11982,3,6,17,45,3,6,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,5198,18,5,11,10,18,5,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
GoAir,S_Bangalore,D_New Delhi,0,7222,3,3,20,55,3,3,23,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,2,8049,3,3,8,35,3,3,21,20,12,45,DEL,HYD,MAA,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,5963,27,3,9,0,27,3,18,50,9,50,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,6144,24,3,8,30,24,3,11,30,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,6,4,8,20,6,4,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,18,5,19,30,19,5,12,35,17,5,DEL,JAI,BOM,COK,Not Available
Air India,S_Bangalore,D_New Delhi,1,8714,15,3,8,50,15,3,15,15,6,25,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,12,5,21,10,13,5,4,40,7,30,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15554,9,5,20,55,10,5,4,25,7,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,15,6,10,20,15,6,11,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12121,9,5,9,35,10,5,9,45,0,10,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,10413,24,5,7,0,24,5,20,25,13,25,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,27,5,8,35,27,5,16,10,7,35,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,3,4,21,15,4,4,0,15,3,0,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9502,24,5,7,10,25,5,9,5,1,55,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,15135,6,3,8,25,6,3,18,50,10,25,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,5618,6,3,14,20,6,3,16,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Delhi,D_Cochin,1,4760,24,6,8,45,24,6,13,15,4,30,DEL,PNQ,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8452,15,5,20,20,16,5,9,5,12,45,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,18,5,9,35,18,5,18,0,8,25,CCU,DEL,BLR,Not Available,Not Available
Vistara,S_Bangalore,D_New Delhi,0,6138,15,3,7,0,15,3,9,40,2,40,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2754,15,3,19,5,15,3,20,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4591,1,6,23,30,2,6,2,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12192,9,6,3,50,9,6,19,0,15,10,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,24,5,16,30,25,5,19,50,3,20,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,5006,9,4,14,35,10,4,14,35,0,0,CCU,MAA,BLR,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3850,24,5,7,55,24,5,10,15,2,20,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,10697,6,6,8,20,7,6,7,55,23,35,CCU,JAI,BOM,BLR,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,6,6,14,45,6,6,17,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,0,7673,6,3,14,30,6,3,17,35,3,5,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,24,5,14,5,24,5,23,35,9,30,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,3,14260,12,3,16,50,13,3,12,25,19,35,BOM,BLR,CCU,BBI,HYD
SpiceJet,S_Delhi,D_Cochin,1,7185,6,3,16,35,6,3,22,50,6,15,DEL,BLR,COK,Not Available,Not Available
GoAir,S_Bangalore,D_Delhi,0,3898,1,5,20,55,1,5,23,40,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,8040,21,3,10,20,21,3,11,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10031,24,3,19,45,25,3,4,45,9,0,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,9,5,6,30,10,5,10,5,3,35,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,1,6,18,15,2,6,1,30,7,15,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7005,27,6,7,30,27,6,21,0,13,30,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2385,15,3,5,45,15,3,7,5,1,20,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13014,12,6,9,40,13,6,4,25,18,45,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,20694,6,3,19,10,8,3,4,25,9,15,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8529,12,6,20,0,13,6,9,20,13,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14781,1,5,21,10,2,5,9,20,12,10,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,14871,6,3,11,30,6,3,21,0,9,30,DEL,BOM,COK,Not Available,Not Available
Air Asia,S_Bangalore,D_New Delhi,0,5615,15,3,5,50,15,3,8,40,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,13843,9,3,21,50,10,3,18,50,21,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,12,5,20,0,13,5,9,20,13,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15812,3,6,11,40,3,6,19,0,7,20,DEL,JDH,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6795,1,6,10,20,2,6,1,30,15,10,DEL,BOM,COK,Not Available,Not Available
Multiple carriers Premium economy,S_Delhi,D_Cochin,1,11269,21,3,7,30,21,3,15,30,8,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3850,1,5,7,55,1,5,10,15,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4174,15,4,17,15,15,4,19,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,4647,3,4,9,10,4,4,4,40,19,30,CCU,BBI,HYD,BLR,Not Available
Air India,S_Delhi,D_Cochin,1,6674,9,4,7,0,9,4,19,15,12,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,21,5,18,55,21,5,22,0,3,5,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10441,3,6,19,45,4,6,19,15,23,30,DEL,AMD,BOM,COK,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3419,12,6,0,30,12,6,3,25,2,55,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8662,9,6,7,10,9,6,22,55,15,45,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,8891,15,5,16,50,16,5,7,55,15,5,CCU,BOM,BLR,Not Available,Not Available
SpiceJet,S_Delhi,D_Cochin,1,9748,3,3,6,10,3,3,11,20,5,10,DEL,MAA,COK,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2227,3,6,21,20,3,6,22,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,4409,3,6,10,20,3,6,12,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9968,9,5,12,0,10,5,7,40,19,40,DEL,JAI,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8073,15,5,19,0,16,5,1,30,6,30,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,11622,9,6,9,15,9,6,19,0,9,45,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6734,9,5,8,35,9,5,22,30,13,55,DEL,HYD,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13381,24,6,16,55,25,6,19,15,2,20,DEL,CCU,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,14,5,21,5,19,50,5,45,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,5755,21,6,9,10,21,6,10,40,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,11134,24,3,13,55,24,3,19,40,5,45,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,3,6,6,5,3,6,8,50,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,9,6,20,25,10,6,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,18,5,14,5,19,5,12,0,21,55,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,18,6,2,55,18,6,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,4545,9,3,0,40,9,3,3,25,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,9,5,19,35,9,5,21,55,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,1,4588,9,3,12,5,9,3,17,5,5,0,BLR,HYD,DEL,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3543,3,6,17,45,3,6,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3850,12,5,7,55,12,5,10,15,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,11,40,22,3,10,25,22,45,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7198,3,6,19,0,4,6,1,30,6,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,22,55,13,3,12,25,13,30,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,3,6,1,30,3,6,4,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,12199,18,5,17,15,19,5,7,40,14,25,DEL,HYD,BOM,COK,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2227,1,6,20,5,1,6,21,40,1,35,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7006,21,5,6,40,21,5,21,0,14,20,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,12,5,18,55,13,5,8,15,13,20,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8073,15,5,10,0,16,5,1,30,15,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,18,55,13,3,9,30,14,35,BLR,BOM,DEL,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,6152,21,5,7,55,21,5,22,30,14,35,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,9,5,10,0,10,5,4,25,18,25,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,14752,1,3,0,30,1,3,20,30,20,0,BLR,AMD,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6069,15,6,16,0,15,6,21,0,5,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,6528,24,5,14,35,25,5,14,35,0,0,CCU,MAA,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,0,8666,3,3,18,5,3,3,21,10,3,5,DEL,COK,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,9,5,6,50,9,5,16,10,9,20,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5073,6,4,20,25,7,4,1,30,5,5,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,6,5,16,30,7,5,20,45,4,15,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,4392,1,5,6,25,1,5,7,55,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,8040,9,5,7,5,9,5,8,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5911,12,4,21,5,12,4,23,55,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,18,5,10,30,18,5,13,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8907,18,5,9,45,18,5,23,0,13,15,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,6795,3,3,16,55,3,3,18,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8066,6,5,17,0,7,5,9,45,16,45,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,8366,15,5,9,25,15,5,21,50,12,25,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,0,5201,21,6,5,10,21,6,8,0,2,50,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,27,5,22,50,28,5,4,25,5,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,6,6,2,15,6,6,19,0,16,45,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,14424,15,5,7,0,16,5,5,25,22,25,CCU,DEL,AMD,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10577,9,6,18,15,10,6,19,0,0,45,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,5515,3,3,22,20,4,3,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7757,9,5,20,0,10,5,8,15,12,15,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,0,6094,27,5,18,5,27,5,21,10,3,5,DEL,COK,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9417,6,3,17,15,7,3,9,25,16,10,DEL,HYD,MAA,COK,Not Available
IndiGo,S_Delhi,D_Cochin,1,6016,24,6,2,0,24,6,7,45,5,45,DEL,BLR,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8582,24,5,23,0,25,5,19,15,20,15,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,24,5,18,55,24,5,21,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2017,21,5,5,45,21,5,7,15,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,18,5,5,45,18,5,12,0,6,15,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Chennai,D_Kolkata,0,11982,27,5,17,45,27,5,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,27,5,23,5,28,5,19,0,19,55,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12384,6,5,9,35,6,5,18,0,8,25,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,9,5,18,55,10,5,9,20,14,25,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10031,24,3,8,25,24,3,16,20,7,55,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4995,12,6,10,20,12,6,11,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,9,6,15,0,9,6,16,25,1,25,BOM,HYD,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,3,16294,15,5,11,35,16,5,1,30,13,55,DEL,GWL,IDR,BOM,COK
Air India,S_Delhi,D_Cochin,0,6094,9,6,14,10,9,6,17,10,3,0,DEL,COK,Not Available,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2753,6,6,5,45,6,6,7,15,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9417,9,5,13,15,10,5,9,25,20,10,DEL,HYD,MAA,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,12,5,17,0,13,5,10,55,17,55,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3540,27,6,5,15,27,6,7,40,2,25,MAA,CCU,Not Available,Not Available,Not Available
SpiceJet,S_Delhi,D_Cochin,1,4466,27,3,8,45,27,3,13,15,4,30,DEL,PNQ,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,7303,24,3,8,30,24,3,11,30,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,18,5,21,10,19,5,4,40,7,30,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,11642,9,6,16,50,10,6,5,35,12,45,CCU,BOM,GOI,BLR,Not Available
IndiGo,S_Delhi,D_Cochin,0,7673,6,3,5,35,6,3,8,50,3,15,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,24,6,19,30,25,6,12,35,17,5,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,14,5,21,5,22,35,8,30,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,5853,15,3,5,50,15,3,12,20,6,30,BLR,BDQ,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,18,5,8,35,18,5,16,10,7,35,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,1,6,19,35,1,6,21,55,2,20,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,12970,1,6,17,15,2,6,19,15,2,0,DEL,HYD,BOM,COK,Not Available
Air India,S_Delhi,D_Cochin,1,8372,15,6,21,0,16,6,7,40,10,40,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8452,15,5,7,10,16,5,10,45,3,35,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13801,1,6,16,55,2,6,19,15,2,20,DEL,CCU,BOM,COK,Not Available
Air India,S_Kolkata,D_Bangalore,1,10203,6,5,20,30,7,5,20,25,23,55,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,24,5,16,30,24,5,23,35,7,5,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Chennai,D_Kolkata,0,11982,18,5,17,45,18,5,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,2,11518,18,3,17,25,19,3,23,25,6,0,BLR,BOM,BHO,DEL,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12384,18,5,9,35,18,5,19,10,9,35,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,27,4,11,10,27,4,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4423,21,4,6,5,21,4,8,50,2,45,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6106,9,4,10,35,9,4,19,15,8,40,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,27,5,23,5,29,5,4,25,5,20,DEL,AMD,BOM,COK,Not Available
Vistara,S_Bangalore,D_New Delhi,0,5613,21,3,16,0,21,3,18,35,2,35,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,5644,1,5,11,30,1,5,14,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,16289,9,3,15,5,10,3,18,50,3,45,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3815,15,3,6,55,15,3,9,35,2,40,CCU,BLR,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7530,9,6,19,0,10,6,1,30,6,30,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_New Delhi,0,5469,24,3,20,30,24,3,23,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,14871,3,3,8,25,3,3,21,0,12,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10953,9,5,20,25,10,5,10,55,14,30,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,1,6,22,50,2,6,4,25,5,35,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,0,4441,24,3,10,0,24,3,12,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,27,4,16,55,27,4,19,55,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,16274,9,5,5,30,9,5,12,35,7,5,DEL,BHO,BOM,COK,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3597,24,5,17,45,24,5,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6513,9,5,7,10,9,5,16,10,9,0,DEL,HYD,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,4319,18,5,9,30,18,5,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13029,21,5,5,30,21,5,19,0,13,30,DEL,JAI,BOM,COK,Not Available
GoAir,S_Bangalore,D_Delhi,0,4340,18,5,11,40,18,5,14,30,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,8,25,21,5,19,50,11,25,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7575,21,5,10,35,21,5,19,15,8,40,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,10197,15,5,3,50,15,5,19,0,15,10,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9646,6,6,7,5,6,6,16,10,9,5,DEL,HYD,COK,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,5403,1,4,7,0,1,4,9,40,2,40,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,14687,21,5,9,25,22,5,5,25,20,0,CCU,BOM,AMD,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,24,6,14,0,25,6,4,25,14,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,20,35,22,3,10,25,13,50,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5073,21,3,7,35,21,3,12,0,4,25,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,8016,21,6,11,10,21,6,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7564,18,5,7,30,18,5,19,15,11,45,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12121,1,5,20,25,2,5,21,5,0,40,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8475,27,5,7,30,27,5,21,0,13,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,24,6,13,0,25,6,12,35,23,35,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Chennai,D_Kolkata,0,3687,3,5,7,5,3,5,9,20,2,15,MAA,CCU,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12537,9,4,13,0,9,4,21,0,8,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6442,3,6,11,55,3,6,22,30,10,35,DEL,HYD,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13591,18,5,6,50,19,5,7,40,0,50,DEL,CCU,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,14848,27,6,9,0,27,6,19,15,10,15,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7038,1,6,7,10,1,6,16,10,9,0,DEL,HYD,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,4174,24,4,9,0,24,4,11,25,2,25,CCU,BLR,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7363,21,3,17,0,22,3,1,35,8,35,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4778,1,3,21,25,2,3,0,5,2,40,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,11822,9,4,22,50,10,4,12,35,13,45,DEL,BOM,COK,Not Available,Not Available
